date,price,close,high,low,open,volume,r,pattern
2025-10-27 13:00:00,115250.796875,115329.0625,114631.390625,115047.21875,0,,-0.0004961222679273902,no-pattern
2025-10-27 14:00:00,114802.1484375,115271.859375,114604.078125,115245.4765625,1039757312,,-0.0010802998914751782,no-pattern
2025-10-27 15:00:00,114995.8984375,115147.3984375,114796.4375,114796.4375,2818043904,,0.003980568978448673,no-pattern
2025-10-27 16:00:00,115558.9765625,115606.6640625,114932.625,114951.2265625,0,,0.0004993464043874241,no-pattern
2025-10-27 17:00:00,115664.40625,115664.40625,115330.8671875,115497.0859375,1438711808,,0.0008210045829777357,no-pattern
2025-10-27 18:00:00,115362.6640625,115759.40625,115362.6640625,115707.828125,0,,-0.003757555935340662,no-pattern
2025-10-27 19:00:00,114914.3359375,115325.25,114798.515625,115325.25,999768064,,-0.0037119589409044806,no-pattern
2025-10-27 20:00:00,114515.8828125,114897.9609375,114478.3125,114897.9609375,945733632,,-0.0028379234767719197,no-pattern
2025-10-27 21:00:00,114447.4921875,114572.3515625,114167.2578125,114488.1640625,1486979072,,6.74360076686753e-05,no-pattern
2025-10-27 22:00:00,114117.0390625,114580.078125,114097.0546875,114389.015625,0,,-0.0035116217561448337,no-pattern
2025-10-27 23:00:00,114123.109375,114178.421875,113899.0,114116.4609375,716967936,,0.001094725744742675,no-pattern
2025-10-28 00:00:00,113948.3828125,114303.484375,113859.3828125,114117.03125,0,,0.0017127190480952237,no-pattern
2025-10-28 01:00:00,114451.5078125,114499.421875,113955.5234375,113955.5234375,23896064,,-0.00031780592030017374,no-pattern
2025-10-28 02:00:00,113950.7734375,114463.0390625,113712.25,114432.0703125,0,,-0.0033589280395638355,no-pattern
2025-10-28 03:00:00,113933.46875,114079.2109375,113792.4453125,113930.421875,0,,-0.0002915751348364637,no-pattern
2025-10-28 04:00:00,113977.6953125,114045.953125,113827.3125,113909.2890625,836431872,,-0.0005530413250358635,no-pattern
2025-10-28 05:00:00,113621.7578125,113982.8984375,113588.09375,113982.8984375,0,,0.0015639782551719605,no-pattern
2025-10-28 06:00:00,114099.1640625,114161.3046875,113619.484375,113619.484375,0,,0.0011806082891698821,no-pattern
2025-10-28 07:00:00,114215.25,114296.1640625,114106.2890625,114106.2890625,0,,0.001320871644788113,no-pattern
2025-10-28 08:00:00,114413.9140625,114447.234375,114134.3046875,114200.59375,0,,0.0010578565213013036,no-pattern
2025-10-28 09:00:00,114516.875,114568.3671875,114209.3203125,114411.2109375,0,,0.00021000537977222677,no-pattern
2025-10-28 10:00:00,114590.4375,114592.4296875,114436.6796875,114512.90625,358866944,,0.00020123650080883237,no-pattern
2025-10-28 11:00:00,114347.1484375,114615.4921875,114311.96875,114588.4375,107970560,,-0.0011054598005859617,no-pattern
2025-10-28 12:00:00,114469.5859375,114488.859375,114139.484375,114347.9140625,0,,0.00829098980593379,no-pattern
2025-10-28 13:00:00,115442.03125,115442.03125,114446.8046875,114446.8046875,1574985728,,0.005248718114293283,no-pattern
2025-10-28 14:00:00,115080.40625,116049.546875,114350.3203125,115483.7890625,2740101120,,-0.00618042298719601,no-pattern
2025-10-28 15:00:00,114707.984375,115334.5234375,114545.703125,115048.5234375,396738560,,0.001149052253200722,no-pattern
2025-10-28 16:00:00,115371.1484375,115467.125,114546.09375,114636.796875,1160093696,,0.0007976632421620167,no-pattern
2025-10-28 17:00:00,115325.6796875,115559.265625,115286.1484375,115366.3671875,1982386176,,-0.001958163239004662,no-pattern
2025-10-28 18:00:00,114936.515625,115333.203125,114683.0,115315.9453125,0,,-0.00277767866272427,no-pattern
2025-10-28 19:00:00,113635.1953125,115013.2890625,113601.609375,114977.546875,1223270400,,-0.011815178713630914,no-pattern
2025-10-28 20:00:00,112863.7890625,113662.3828125,112423.9375,113662.3828125,3912286208,,-0.004153910158340324,no-pattern
